"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"256","Maxine Kauter encourages museums to think about their audiences as their ‘date’ #glamslam2018 https://t.co/xDVgwaEJYV",FALSE,9,NA,2018-03-01 03:21:02,FALSE,NA,"969049847448846338",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CatherineM__",3,FALSE,FALSE,NA,NA
"257","RT @OzAlleyCat: Maxine Kauter from Museophilliac re ‘Beyond the temporary bar and the DJ: make late night openings count’ #glamslam2018",FALSE,0,NA,2018-03-01 03:20:05,FALSE,NA,"969049607450722304",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MuseumsAtMQ",1,TRUE,FALSE,NA,NA
"258","Maxine Kauter: Making Late Night (GLAM) openings count. How can GLAMs #seduce &amp; #date their #audiences. #glamslam2018",FALSE,3,NA,2018-03-01 03:20:04,FALSE,NA,"969049603524800512",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Dr_Costume1",1,FALSE,FALSE,NA,NA
"259","This one's for you @RobThomson2528 - @Museophiliac designs custom late night events for museums. #glamslam2018",FALSE,3,NA,2018-03-01 03:19:58,FALSE,NA,"969049577910190080",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","sallyturbitt",0,FALSE,FALSE,NA,NA
"260","Now Maxine Kauter from Museophilliac: Beyond the temporary bar and the DJ - Making late night openings count #GlamSlam2018",FALSE,2,NA,2018-03-01 03:19:49,FALSE,NA,"969049540975239168",NA,"<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","mikejonesmelb",0,FALSE,FALSE,NA,NA
"261","Maxine Kauter from Museophilliac re ‘Beyond the temporary bar and the DJ: make late night openings count’ #glamslam2018",FALSE,4,NA,2018-03-01 03:18:51,FALSE,NA,"969049296757702657",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","OzAlleyCat",1,FALSE,FALSE,NA,NA
"262","RT @amywalduck: He #GLAMSLAM2018 peeps! Fraser Coast Libraries needs our help! They need 100 subscribers so they can customise their @youtu…",FALSE,0,NA,2018-03-01 03:18:36,FALSE,NA,"969049235860656128",NA,"<a href=""https://amywalduck.wordpress.com"" rel=""nofollow"">qldlibraries</a>","QLDlibraries",6,TRUE,FALSE,NA,NA
"263","RT @BonnieWildie: Creative reuse with The Orbweavers and archival collections. Turning collections into songs.
#glamslam2018 

https://t.co…",FALSE,0,NA,2018-03-01 03:18:23,FALSE,NA,"969049181737304065",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","myleejoseph",5,TRUE,FALSE,NA,NA
"264","Virtual Reality + Archaeology = Deep Time project at @UoNArchives GLAMx lab being discussed by @AnnIeVnewie at #glamslam2018",FALSE,4,NA,2018-03-01 03:18:22,FALSE,NA,"969049175416487936",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","WrightPaige",1,FALSE,FALSE,NA,NA
"265","Great project &gt; RT @ellenforsyth: GLAMx living histories digitisation lab sounds very interesting https://t.co/xUjsvvWmPN #GlamSlam2018",FALSE,9,NA,2018-03-01 03:17:32,FALSE,NA,"969048969157402624",NA,"<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","mikejonesmelb",3,FALSE,FALSE,NA,NA
"266","RT @ellenforsyth: GLAMx living histories digitisation lab sounds very interesting https://t.co/9Ed4cBllqY #GlamSlam2018",FALSE,0,NA,2018-03-01 03:16:50,FALSE,NA,"969048791629230080",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cfwriter",1,TRUE,FALSE,NA,NA
"267","Ann Hardy, @Uni_Newcastle, on opportunities for students at the University’s GLAMx Living Histories Digitisation La… https://t.co/mpnHm1vl5I",FALSE,3,NA,2018-03-01 03:16:31,TRUE,NA,"969048710691700736",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cfwriter",0,FALSE,FALSE,NA,NA
"268","@ellenforsyth @Bre_Fallon A very tight informative talk. #glamslam2018",FALSE,1,"ellenforsyth",2018-03-01 03:15:57,FALSE,"969047732370382849","969048570589409280","16970274","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Kat13v",0,FALSE,FALSE,NA,NA
"269","GLAMx living histories digitisation lab sounds very interesting https://t.co/9Ed4cBllqY #GlamSlam2018",FALSE,3,NA,2018-03-01 03:15:40,FALSE,NA,"969048499361742849",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ellenforsyth",1,FALSE,FALSE,NA,NA
"270","RT @OzAlleyCat: Ann Hardy from Uni of Newcastle re GLAMx Living Histories Digitisation Lab #glamslam2018",FALSE,0,NA,2018-03-01 03:14:45,FALSE,NA,"969048265814523906",NA,"<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","mikejonesmelb",1,TRUE,FALSE,NA,NA
"271","RT @AnnIeVnewie: ‘Without Aboriginal culture we have no future’ @GionniDG #GlamSlam2018",FALSE,0,NA,2018-03-01 03:14:17,FALSE,NA,"969048147283492864",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LaMonicaGalassi",7,TRUE,FALSE,NA,NA
"272","RT @ellenforsyth: Useful discussion by @Bre_Fallon about trigger warnings #glamslam2018 https://t.co/37TfoHnY4Y",FALSE,0,NA,2018-03-01 03:13:09,FALSE,NA,"969047864922882048",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cfwriter",3,TRUE,FALSE,NA,NA
"273","RT @mikejonesmelb: Samatha Leah taking about recreating the Queen’s tour of Wagga using robots. What could possibly go wrong? #GlamSlam2018…",FALSE,0,NA,2018-03-01 03:13:08,FALSE,NA,"969047861777260546",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ReneeLennon3",2,TRUE,FALSE,NA,NA
"274","Ann Hardy from Uni of Newcastle re GLAMx Living Histories Digitisation Lab #glamslam2018",FALSE,3,NA,2018-03-01 03:13:07,FALSE,NA,"969047856509145089",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","OzAlleyCat",1,FALSE,FALSE,NA,NA
"275","Useful discussion by @Bre_Fallon about trigger warnings #glamslam2018 https://t.co/37TfoHnY4Y",FALSE,3,NA,2018-03-01 03:12:38,FALSE,NA,"969047732370382849",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ellenforsyth",3,FALSE,FALSE,NA,NA
"276","Fallon: things to consider the duty of care, content, audience, delivery as feeds into what the audience explicitly… https://t.co/87lRDrSlgB",FALSE,1,NA,2018-03-01 03:11:58,TRUE,NA,"969047567940988928",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","OzAlleyCat",0,FALSE,FALSE,NA,NA
"277","Now Breann Fallon talking about trigger warnings. They don’t cause people to engage, they just help people prepare… https://t.co/hT2EWRaU5b",FALSE,1,NA,2018-03-01 03:11:27,TRUE,NA,"969047434415362048",NA,"<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","mikejonesmelb",2,FALSE,FALSE,NA,NA
"278","@OzAlleyCat “Giving students agency in their learning” we don’t know all the experiences that students bring to the… https://t.co/CW9ZNFsDiN",FALSE,4,"OzAlleyCat",2018-03-01 03:11:09,TRUE,"969046534393180160","969047361673617408","33368806","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cfwriter",4,FALSE,FALSE,NA,NA
"279","Breann Fallon: #Triggerwarnings give #students the opportunity to #prepare themselves when engaging with sensitive… https://t.co/NSMeG6QdMc",FALSE,1,NA,2018-03-01 03:11:04,TRUE,NA,"969047337937989632",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Dr_Costume1",0,FALSE,FALSE,NA,NA
"280","RT @mikejonesmelb: Samatha Leah taking about recreating the Queen’s tour of Wagga using robots. What could possibly go wrong? #GlamSlam2018…",FALSE,0,NA,2018-03-01 03:10:47,FALSE,NA,"969047268257968128",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","OzAlleyCat",2,TRUE,FALSE,NA,NA
"281","Fallon: the research shows that trigger warning pique interest and helps with managing reactions, as opposed to ‘co… https://t.co/FLzkS1wp9u",FALSE,1,NA,2018-03-01 03:10:25,TRUE,NA,"969047174267912193",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","OzAlleyCat",1,FALSE,FALSE,NA,NA
"282","Hearing from Bre Fallon, from the Sydney Jewish Museum. A trigger warning is a notification that material is distur… https://t.co/l2fCIBnFWU",FALSE,1,NA,2018-03-01 03:10:22,TRUE,NA,"969047163379437568",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","WrightPaige",0,FALSE,FALSE,NA,NA
"283","Trigger warnings and museum collections - does a trigger warning give students permission to disengage? Seems like… https://t.co/SxmNHDDr3J",FALSE,12,NA,2018-03-01 03:10:08,TRUE,NA,"969047106198454272",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","sallyturbitt",6,FALSE,FALSE,NA,NA
"284","RT @ellenforsyth: Great project about starting up old tractors and recording them https://t.co/901pqKNqsT #glamslam2018 importance of recor…",FALSE,0,NA,2018-03-01 03:09:55,FALSE,NA,"969047048732295168",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CatyJ",2,TRUE,FALSE,NA,NA
"285","RT @paulabray: #glamslam2018 allow staff to have the trust and permission to try things https://t.co/LwLBxyGaJd",FALSE,0,NA,2018-03-01 03:09:54,FALSE,NA,"969047046471671808",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","alli_burnie",1,TRUE,FALSE,NA,NA
"286","FYI: Trigger warnings are not censorship! Breann Fallon says it helps students engage, it doesn't make them disenga… https://t.co/00uI8riCge",FALSE,34,NA,2018-03-01 03:09:42,TRUE,NA,"969046996450361346",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jessmcdnor",13,FALSE,FALSE,NA,NA
"287","Samatha Leah taking about recreating the Queen’s tour of Wagga using robots. What could possibly go wrong?… https://t.co/fHDarbQFIP",FALSE,13,NA,2018-03-01 03:09:38,TRUE,NA,"969046980956602368",NA,"<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","mikejonesmelb",2,FALSE,FALSE,NA,NA
"288","RT @ellenforsyth: Great project about starting up old tractors and recording them https://t.co/901pqKNqsT #glamslam2018 importance of recor…",FALSE,0,NA,2018-03-01 03:09:34,FALSE,NA,"969046961239113729",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cfwriter",2,TRUE,FALSE,NA,NA
"289","Samantha Leah on the lots of great, inclusive-focused projects happening at the Museum of the Riverina. Lots of wor… https://t.co/larYHBvoiT",FALSE,0,NA,2018-03-01 03:09:20,TRUE,NA,"969046905689858049",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cfwriter",0,FALSE,FALSE,NA,NA
"290","RT @sallyturbitt: If you're from a regional museum, talk to Leah @MuseumRiverina, she wants to create a community and talk! #glamslam2018",FALSE,0,NA,2018-03-01 03:08:02,FALSE,NA,"969046574918639617",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jesiathe",1,TRUE,FALSE,NA,NA
"291","Great project about starting up old tractors and recording them https://t.co/901pqKNqsT #glamslam2018 importance of… https://t.co/cT4WrNoeA6",FALSE,3,NA,2018-03-01 03:08:00,TRUE,NA,"969046568794861573",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ellenforsyth",2,FALSE,FALSE,NA,NA
"292","Brianna Fallon from Sydney Jewish Museum re ‘To Warn or Not to Warn? Trigger Warnings in the GLAM Educational Space’ #glamslam2018",FALSE,0,NA,2018-03-01 03:07:52,FALSE,NA,"969046534393180160",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","OzAlleyCat",0,FALSE,FALSE,NA,NA
"293","If you're from a regional museum, talk to Leah @MuseumRiverina, she wants to create a community and talk! #glamslam2018",FALSE,4,"sallyturbitt",2018-03-01 03:07:22,FALSE,"969045960968962048","969046409117749248","177536523","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","sallyturbitt",1,FALSE,FALSE,NA,NA
"294","Leah: example project STEAM the Team blog coming soon #glamslam2018",FALSE,0,NA,2018-03-01 03:07:01,FALSE,NA,"969046319217090560",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","OzAlleyCat",0,FALSE,FALSE,NA,NA
"295","RT @ellenforsyth: #glamslam2018 #iiif and #Mirador would allow connections of digital information relating to local area regardless of wher…",FALSE,0,NA,2018-03-01 03:06:37,FALSE,NA,"969046218256015360",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","myleejoseph",1,TRUE,FALSE,NA,NA
"296","RT @ellenforsyth: #glamslam2018 example of #iiif collaboration https://t.co/1XunCbue5R and 'democratises access' so items from small collec…",FALSE,0,NA,2018-03-01 03:06:29,FALSE,NA,"969046185699827712",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","myleejoseph",4,TRUE,FALSE,NA,NA
"297","Samantha Lee from the Museum of the Riverina talking about delivering regional based projects. She does regional ou… https://t.co/tJfTG1cPiS",FALSE,2,NA,2018-03-01 03:05:27,TRUE,NA,"969045924763742208",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","WrightPaige",0,FALSE,FALSE,NA,NA
"298","Hearing from Samantha Leah, regional museums officer for Museum of the Riverina https://t.co/vcJ1c2UUED #glamslam2018",FALSE,2,NA,2018-03-01 03:05:15,FALSE,NA,"969045878060273664",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ellenforsyth",0,FALSE,FALSE,NA,NA
"299","RT @ellenforsyth: Hello big institutions from @MCA_Australia https://t.co/GNdZDR8jl8 artist led training #glamslam2018",FALSE,0,NA,2018-03-01 03:04:53,FALSE,NA,"969045785579945985",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","OzAlleyCat",1,TRUE,FALSE,NA,NA
"300","Leah: 3 categories of regional/rural musuems — volunteer-run that plateau/decline, volunteer-run and thriving, and… https://t.co/iim5djkuU7",FALSE,0,NA,2018-03-01 03:04:42,TRUE,NA,"969045737441935365",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","OzAlleyCat",0,FALSE,FALSE,NA,NA
"301","Samantha Leah from @MuseumRiverina provides outreach to about 30 regional museums - queries about insurance and how… https://t.co/c03AJoB8Ip",FALSE,3,NA,2018-03-01 03:03:40,TRUE,NA,"969045478556889088",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","sallyturbitt",4,FALSE,FALSE,NA,NA
"302","Samantha Leah @museumoftheriverina Delivering HIGH QUALITY educational projects to the region of Wagga Wagga and the Riverina. #glamslam2018",FALSE,0,NA,2018-03-01 03:02:43,FALSE,NA,"969045237363429376",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Dr_Costume1",0,FALSE,FALSE,NA,NA
"303","RT @cap_and_gown: Hands up who think the arts provides a richer and more meaningful life? #glamslam2018 https://t.co/dwTj0vxKVw",FALSE,0,NA,2018-03-01 03:02:37,FALSE,NA,"969045211815936000",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jesiathe",20,TRUE,FALSE,NA,NA
"304","Samantha Leah from Museum of the Riverina re ‘Working in the regions: challenges and innovations’   #glamslam2018",FALSE,0,NA,2018-03-01 03:02:19,FALSE,NA,"969045136989499393",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","OzAlleyCat",0,FALSE,FALSE,NA,NA
"305","Hearing from the Museum of Contemporary Art Australia about 'Hello Big Institution' https://t.co/5UYaC0JF2X online… https://t.co/3m9rdGLmrs",FALSE,2,NA,2018-03-01 03:00:52,TRUE,NA,"969044773263745024",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","WrightPaige",2,FALSE,FALSE,NA,NA
"306","Look what's happening at #glamslam2018 @DrKrissyH ! Thanks to your tweet I knew about this resource. I love the sha… https://t.co/SylP39eink",FALSE,4,NA,2018-03-01 03:00:00,TRUE,NA,"969044553289248768",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jessmcdnor",0,FALSE,FALSE,NA,NA
"307","Alex White &amp; Stephanie Lade: learning management system canvas makes blended learning more effective and engaging… https://t.co/SrpOSGLtEO",FALSE,7,NA,2018-03-01 02:58:57,TRUE,NA,"969044290914590720",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","alana_piper",4,FALSE,FALSE,NA,NA
"308","oops how could I forget the fabulous @Auckland_Libs #glamslam2018",FALSE,4,"sallyturbitt",2018-03-01 02:58:38,FALSE,"969043869907091457","969044209859665920","177536523","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","sallyturbitt",0,FALSE,FALSE,NA,NA
"309","Now hearing from the ‘G’ in GLAM - it’s @MCA_Australia talking about online education program Hello Big Institution… https://t.co/qsKgyjKhE3",FALSE,4,NA,2018-03-01 02:58:14,TRUE,NA,"969044112119799808",NA,"<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","mikejonesmelb",0,FALSE,FALSE,NA,NA
"310","Hello big institutions from @MCA_Australia https://t.co/GNdZDR8jl8 artist led training #glamslam2018",FALSE,3,NA,2018-03-01 02:58:13,FALSE,NA,"969044105790603264",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ellenforsyth",1,FALSE,FALSE,NA,NA
"311","Alex White &amp; Stephanie Lade from  Museum of Contemporary Art re ‘Hello Big Institution: Engaging audiences through… https://t.co/SCpJHVSi4K",FALSE,2,NA,2018-03-01 02:57:56,TRUE,NA,"969044032637710336",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","OzAlleyCat",0,FALSE,FALSE,NA,NA
"312","@mikejonesmelb It was so amazing! The visitors  were such different demographics to what I was used to. It was incr… https://t.co/wJLUPaXQiU",FALSE,2,"mikejonesmelb",2018-03-01 02:57:31,TRUE,"969043103842619392","969043929067806721","386814685","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jesiathe",0,FALSE,FALSE,NA,NA
"313","@aucklandmuseum Online Cenotaph works with Ministry for Culture &amp; Heritage, @NLNZ @DigitalNZ, NZ Defence Force Arch… https://t.co/id7eRm89cC",FALSE,5,"aucklandmuseum",2018-03-01 02:57:17,TRUE,NA,"969043869907091457","19048724","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","sallyturbitt",1,FALSE,FALSE,NA,NA
"314","Dan Millar showing digital collection AM Online Cenotaph https://t.co/LTcLZ9GHHt Impressive engagement with 70,000… https://t.co/mR66rgALL6",FALSE,4,NA,2018-03-01 02:57:06,TRUE,NA,"969043826600849408",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","WrightPaige",1,FALSE,FALSE,NA,NA
"315","Millar: from the Online Cenotraph project it emphasises that GLAM need to work outside disciplines for the long gam… https://t.co/cjh7eUNWmm",FALSE,2,NA,2018-03-01 02:55:32,TRUE,NA,"969043430616702976",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","OzAlleyCat",2,FALSE,FALSE,NA,NA
"316","As my chair-neighbour just pointed out, it's so lovely seeing Maori Language used in presentations. And in the logo… https://t.co/2ffsbb9bUC",FALSE,5,NA,2018-03-01 02:55:04,TRUE,NA,"969043312081448961",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jesiathe",0,FALSE,FALSE,NA,NA
"317","RT @cap_and_gown: Everyone who isn’t a library is an archive (according to our copyright overlords) Jessica Coates #glamslam2018",FALSE,0,NA,2018-03-01 02:54:42,FALSE,NA,"969043219538264064",NA,"<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","mikejonesmelb",3,TRUE,FALSE,NA,NA
"318","Dan Millar: The #Aukland #Museum #Online #Cenotaph links to cenotaph records across #NewZealand to help #honour fal… https://t.co/PEXehuSy1g",FALSE,1,NA,2018-03-01 02:54:41,TRUE,NA,"969043216530993152",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Dr_Costume1",0,FALSE,FALSE,NA,NA
"319","RT @lyndakelly61: Great case study from Fairfield museum about reaching young people, including lessons learned and data! #glamslam2018 htt…",FALSE,0,NA,2018-03-01 02:54:37,FALSE,NA,"969043199451779072",NA,"<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","mikejonesmelb",3,TRUE,FALSE,NA,NA
"320","Hearing about Online cenotaph at @aucklandmuseum https://t.co/hvFoGTGNA9 #glamslam2018 lots of collaborations",FALSE,1,NA,2018-03-01 02:54:18,FALSE,NA,"969043121521664000",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ellenforsyth",1,FALSE,FALSE,NA,NA
"321",".@lifeasdaddy #GLAMSLAM2018 One for your interests https://t.co/QaK6ft2nD4",FALSE,3,NA,2018-03-01 02:54:12,FALSE,NA,"969043093126225920",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LightlySprkling",0,FALSE,FALSE,NA,NA
"322","RT @ellenforsyth: The line-up for lightning talks for #GLAMSLAM2018 https://t.co/15GfY1Ue0u",FALSE,0,NA,2018-03-01 02:53:52,FALSE,NA,"969043010645209088",NA,"<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","mikejonesmelb",3,TRUE,FALSE,NA,NA
"323","Dan Millar: Online Cenotaph allows general public to add to #NZ war records online https://t.co/mrmlUCdzCL #glamslam2018",FALSE,3,NA,2018-03-01 02:52:24,FALSE,NA,"969042642364334080",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","alana_piper",0,FALSE,FALSE,NA,NA
"324","NZ's national database for those who served in international conflict. Over 230,000 records and 70,000 user contrib… https://t.co/8rUUq7cmy8",FALSE,4,NA,2018-03-01 02:52:20,TRUE,NA,"969042625989820418",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","sallyturbitt",4,FALSE,FALSE,NA,NA
"325","Dan Millar from @aucklandmuseum re Online Cenotaph and the GLAM Environment in New Zealand #glamslam2018",FALSE,0,NA,2018-03-01 02:51:40,FALSE,NA,"969042459618504704",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","OzAlleyCat",0,FALSE,FALSE,NA,NA
"326","RT @ellenforsyth: So people need to plan exciting things for when many things come out of copyright next year #GlamSlam2018 https://t.co/Gv…",FALSE,0,NA,2018-03-01 02:51:34,FALSE,NA,"969042433718722560",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","wragge",5,TRUE,FALSE,NA,NA
"327","So people need to plan exciting things for when many things come out of copyright next year #GlamSlam2018 https://t.co/Gv8SVzinWG",FALSE,3,NA,2018-03-01 02:51:20,FALSE,NA,"969042372167311360",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ellenforsyth",5,FALSE,FALSE,NA,NA
"328","RT @OzAlleyCat: Coates: as of 1 Jan 2019 no more perpetual copyright for unpublished works and limited time for orphan works #glamslam2018",FALSE,0,NA,2018-03-01 02:51:10,FALSE,NA,"969042332501688320",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cfwriter",1,TRUE,FALSE,NA,NA
"329","RT @ellenforsyth: Jessica Coates from @Aus_Digital with great news about copyright #GlamSlam2018 https://t.co/ZA7Ur29JPk",FALSE,0,NA,2018-03-01 02:51:04,FALSE,NA,"969042304966148096",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cfwriter",1,TRUE,FALSE,NA,NA
"330","Jessica Coates on changes to copyright law coming on 1 Jan 2019 - incl. unpublished works coming into public domain… https://t.co/HwPUpcEDEr",FALSE,0,NA,2018-03-01 02:51:01,TRUE,NA,"969042294564270080",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CatherineM__",0,FALSE,FALSE,NA,NA
"331","Jessica Coates from @Aus_Digital with great news about copyright #GlamSlam2018 https://t.co/ZA7Ur29JPk",FALSE,6,NA,2018-03-01 02:50:33,FALSE,NA,"969042176582737920",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ellenforsyth",1,FALSE,FALSE,NA,NA
"332","People in #Australia in the #GLAM sector can use #exceptions to strict #copyright provisions. New law exist around… https://t.co/rSzftzWIhB",FALSE,2,NA,2018-03-01 02:49:55,TRUE,NA,"969042017576632322",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Dr_Costume1",0,FALSE,FALSE,NA,NA
"333","Coates: as of 1 Jan 2019 no more perpetual copyright for unpublished works and limited time for orphan works #glamslam2018",FALSE,3,NA,2018-03-01 02:49:45,FALSE,NA,"969041975495204864",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","OzAlleyCat",1,FALSE,FALSE,NA,NA
"334","Recent Australian copyright changes: an end to perpetual copyright re unpublished works, millions of things will co… https://t.co/UjlaoFRU7n",FALSE,15,NA,2018-03-01 02:49:35,TRUE,NA,"969041935330566144",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","alana_piper",4,FALSE,FALSE,NA,NA
"335","It’s now Jessica Coates from @Aus_Digital giving a fantastic overview of copyright (it’s still tricky but getting e… https://t.co/D0isObygKl",FALSE,3,NA,2018-03-01 02:49:17,TRUE,NA,"969041856989310976",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cfwriter",0,FALSE,FALSE,NA,NA
"336","Coates: exception is that under archive means anything other than library — important preservation changes that rem… https://t.co/FIwuuGuJcY",FALSE,0,NA,2018-03-01 02:48:37,TRUE,NA,"969041692111204353",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","OzAlleyCat",0,FALSE,FALSE,NA,NA
"337","RT @lyndakelly61: Great case study from Fairfield museum about reaching young people, including lessons learned and data! #glamslam2018 htt…",FALSE,0,NA,2018-03-01 02:48:26,FALSE,NA,"969041644598149121",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jesiathe",3,TRUE,FALSE,NA,NA
